mtm,plantLoc,period,supply,wfmv
7043240,GLE,32,1.00,0.000
7043260,GMR,1,17.00,9.662
7043260,GLE,5,2.00,73.365
7043260,GLE,8,1.00,0.000
7043260,GLE,10,4.00,654.295
7043260,GLN,11,9.00,0.000
7043260,GLN,12,1.00,0.000
7043260,GLN,20,1.00,0.000
7043260,GLN,22,7.00,0.000
7043260,GLE,23,4.00,11.570
7043260,GLN,23,2.00,0.000
7043260,GLN,25,2.00,0.000
7043260,GLE,26,2.00,334.635
7043260,GLE,27,4.00,5.392
7043260,GLE,28,1.00,0.000
7043260,GLN,32,1.00,0.000
7043270,GMR,1,1.00,1.150
704343P,GLE,5,2.00,0.000
704343P,GLE,7,1.00,0.000
704343P,GLE,9,1.00,0.000
704343P,GLE,10,2.00,0.000
704343P,GLE,12,1.00,0.000
704343P,GLE,13,1.00,0.000
704343P,GLE,14,1.00,0.000
704343P,GLE,18,2.00,0.000
704343P,GLE,19,1.00,0.000
704343P,GLE,21,1.00,0.000
704343P,GLE,22,4.00,0.000
704343P,GLE,23,1.00,0.000
704343P,GLE,24,1.00,0.000
704343P,GLE,30,7.00,0.000
7043999,GMR,1,3.00,0.000
7043F50,GLE,10,1.00,814.490
7044000,GMM,1,6.00,239.166
7044170,GMM,1,5.00,374.318
7044170,GMR,1,118.00,90.622
7044170,GLN,4,14.00,1199.429
7044170,GLE,4,12.00,619.483
7044170,GLE,5,37.00,598.057
7044170,GLN,5,65.00,1167.667
7044170,GLN,6,2.00,1174.415
7044170,GLE,6,12.00,427.265
7044170,GLE,7,12.00,518.966
7044170,GLN,7,2.00,1271.620
7044170,GLE,8,7.00,528.114
7044170,GLE,9,18.00,523.729
7044170,GLN,9,1.00,930.700
7044170,GLN,10,28.00,995.578
7044170,GLE,10,59.00,626.412
7044170,GLE,11,62.00,631.617
7044170,GLN,11,14.00,1294.419
7044170,GLN,12,17.00,1088.382
7044170,GLE,12,50.00,728.401
7044170,GLE,13,10.00,741.420
7044170,GLN,13,6.00,1269.206
7044170,GLN,14,3.00,929.893
7044170,GLE,14,132.00,822.228
7044170,GLE,15,26.00,506.643
7044170,GLN,15,1.00,134.130
7044170,GLN,16,9.00,1531.674
7044170,GLE,16,11.00,963.533
7044170,GLE,17,4.00,635.495
7044170,GLN,17,1.00,1543.080
7044170,GLN,18,144.00,1087.757
7044170,GLE,18,208.00,505.391
7044170,GLE,19,66.00,431.120
7044170,GLN,19,1.00,1925.680
7044170,GLN,20,1.00,1159.980
7044170,GLE,20,42.00,573.087
7044170,GLE,21,32.00,405.107
7044170,GLN,21,18.00,1085.130
7044170,GLE,22,37.00,445.978
7044170,GLE,23,174.00,405.667
7044170,GLN,23,54.00,757.084
7044170,GLE,24,139.00,421.911
7044170,GLN,24,6.00,1073.761
7044170,GLE,25,49.00,383.850
7044170,GLN,25,1.00,761.600
7044170,GLE,26,34.00,341.494
7044170,GLE,27,69.00,250.964
7044170,GLN,27,342.00,1376.758
7044170,GLE,28,32.00,699.096
7044170,GLN,28,17.00,1001.920
7044170,GLE,29,9.00,735.986
7044170,GLN,29,12.00,1537.762
7044170,GLE,30,16.00,901.258
7044170,GLE,31,39.00,550.416
7044170,GLN,31,191.00,1442.311
7044170,GLE,32,43.00,697.701
7044260,GLE,27,1.00,7.190
7044260,GLE,31,1.00,0.000
7044270,GMM,1,4.00,1075.112
7044270,GMR,1,53.00,530.750
7044270,GLE,4,1.00,831.320
7044270,GLN,4,4.00,3952.440
7044270,GLE,5,6.00,1165.005
7044270,GLN,5,14.00,1862.702
7044270,GLE,6,25.00,985.056
7044270,GLN,6,3.00,2884.030
7044270,GLN,7,7.00,3235.161
7044270,GLE,8,5.00,503.074
7044270,GLN,8,2.00,3383.745
7044270,GLN,9,2.00,2593.275
7044270,GLE,10,11.00,1410.142
7044270,GLN,10,3.00,2380.436
7044270,GLE,11,1.00,3605.250
7044270,GLN,11,6.00,1976.650
7044270,GLN,12,2.00,1404.950
7044270,GLE,13,3.00,1637.850
7044270,GLN,13,2.00,2483.345
7044270,GLE,14,11.00,1661.691
7044270,GLN,14,4.00,1760.580
7044270,GLN,15,4.00,817.132
7044270,GLN,16,27.00,827.205
7044270,GLE,16,1.00,0.000
7044270,GLN,17,1.00,2987.330
7044270,GLN,18,17.00,1292.642
7044270,GLE,18,23.00,801.848
7044270,GLE,19,3.00,775.670
7044270,GLN,20,2.00,4315.540
7044270,GLN,21,1.00,2303.210
7044270,GLE,21,3.00,1164.863
7044270,GLN,22,23.00,422.460
7044270,GLE,22,2.00,1271.340
7044270,GLN,23,1.00,2071.960
7044270,GLE,23,15.00,606.488
7044270,GLN,24,13.00,422.460
7044270,GLE,24,2.00,778.455
7044270,GLN,26,1.00,1916.210
7044270,GLE,26,1.00,2931.120
7044270,GLN,27,5.00,609.624
7044270,GLE,27,7.00,255.205
7044270,GLE,28,1.00,505.070
7044270,GLN,29,6.00,3835.468
7044270,GLE,29,2.00,851.870
7044270,GLN,31,4.00,1709.955
7044270,GLE,31,4.00,1672.145
7046671,GLE,23,1.00,0.010
7046B50,GMR,1,1.00,163.670
7046B50,GLN,4,3.00,125.410
7046B50,GLN,5,3.00,32.976
7046B50,GLE,5,3.00,34.926
7046B50,GLN,6,4.00,129.802
7046B50,GLE,7,2.00,89.390
7046B50,GLN,8,6.00,92.968
7046B50,GLN,9,6.00,105.486
7046B50,GLN,10,19.00,87.571
7046B50,GLE,10,24.00,119.629
7046B50,GLE,11,2.00,58.100
7046B50,GLE,12,2.00,43.295
7046B50,GLN,12,1.00,76.090
7046B50,GLN,13,5.00,85.768
7046B50,GLE,13,4.00,0.000
7046B50,GLE,14,5.00,158.108
7046B50,GLN,14,3.00,105.443
7046B50,GLN,15,46.00,70.091
7046B50,GLN,16,3.00,45.980
7046B50,GLN,18,1.00,63.080
7046B50,GLE,18,4.00,294.750
7046B50,GLE,19,2.00,55.460
7046B50,GLE,20,2.00,31.900
7046B50,GLN,20,6.00,37.576
7046B50,GLN,21,8.00,55.133
7046B50,GLE,21,1.00,44.240
7046B50,GLE,23,66.00,35.457
7046B50,GLN,23,18.00,39.387
7046B50,GLN,24,2.00,15.250
7046B50,GLE,24,2.00,12.635
7046B50,GLE,27,12.00,31.735
7046B50,GLN,27,8.00,18.556
7046B50,GLE,28,3.00,10.200
7046B50,GLE,29,1.00,0.000
7046B50,GLN,29,1.00,0.000
7046B50,GLE,31,4.00,37.237
7046B50,GLN,31,3.00,0.000
7046B50,GLN,32,7.00,0.000
7060H30,GMP,1,6.00,12841.885
7060H30,GLE,5,1.00,0.000
7060H30,GLN,5,2.00,2916.420
7060H30,GLE,10,2.00,0.000
7060H30,GLN,10,7.00,5423.444
7060H30,GLE,14,1.00,4154.610
7060H30,GLN,14,6.00,5233.555
7060H30,GLE,18,1.00,2529.180
7060H30,GLN,18,4.00,4646.922
7060H30,GLE,21,1.00,0.000
7060H30,GLE,23,2.00,732.075
7060H30,GLN,23,10.00,6007.877
7060H30,GLE,27,3.00,0.000
7060H30,GLN,27,7.00,4526.490
7060H30,GLE,29,1.00,0.000
7060H30,GLE,31,1.00,0.000
7060H30,GLN,31,5.00,0.000
7060H30,GLE,32,1.00,7158.090
7060H50,GMP,1,14.00,13945.903
7060H50,GLE,5,3.00,683.176
7060H50,GLN,5,2.00,14045.395
7060H50,GLN,10,2.00,6715.780
7060H50,GLE,10,4.00,0.000
7060H50,GLE,12,1.00,0.000
7060H50,GLE,17,1.00,0.000
7060H50,GLE,18,2.00,7609.800
7060H50,GLN,18,2.00,6270.995
7060H50,GLE,23,3.00,914.760
7060H50,GLN,23,6.00,6583.356
7060H50,GLE,24,1.00,0.000
7060H50,GLN,27,3.00,7185.133
7060H55,GLN,23,1.00,7592.160
7060H55,GLN,31,1.00,0.000
7060H70,GMM,1,2.00,17989.805
7060H70,GMP,1,6.00,9552.020
7060H70,GLN,18,1.00,13579.970
7060H70,GLE,23,1.00,0.000
7060H70,GLN,23,3.00,9373.340
7060H70,GLE,31,1.00,17650.790
7060H75,GLN,23,2.00,15487.510
7060P30,GMP,1,12.00,9919.795
7060P30,GLN,4,1.00,1728.000
7060P30,GLN,5,1.00,1728.000
7060P30,GLN,10,1.00,1728.000
7060P30,GLN,12,4.00,1728.000
7060P30,GLN,13,1.00,1728.000
7060P30,GLN,14,1.00,1728.000
7060P30,GLE,14,2.00,1406.645
7060P30,GLN,15,2.00,1728.000
7060P30,GLN,16,3.00,1728.000
7060P30,GLN,17,1.00,1728.000
7060P30,GLN,19,2.00,0.000
7060P30,GLN,20,2.00,0.000
7060P30,GLE,23,1.00,0.000
7060P30,GLN,24,1.00,0.000
7060P30,GLN,25,1.00,0.000
7060P30,GLE,31,1.00,0.000
7202900,GMR,1,3.00,0.150
7202900,GLE,14,2.00,0.000
7202900,GLE,21,1.00,0.000
7202900,GLE,24,1.00,0.000
7202900,GLE,29,1.00,0.000
7202900,GLE,31,1.00,0.000
7248001,GLE,10,1.00,0.000
7248001,GLE,18,2.00,0.000
7248001,GLE,31,1.00,0.000
7248100,GLE,10,4.00,0.000
7248100,GLE,13,1.00,0.000
7248100,GLE,18,3.00,0.000
7248100,GLE,32,11.00,0.000
7248120,GLE,10,1.00,0.000
7248120,GLE,21,1.00,0.000
7248120,GLE,23,1.00,0.000
7248120,GLE,29,1.00,0.000
7248120,GLE,31,1.00,0.000
7248132,GLN,7,12.00,0.000
7248132,GLE,10,6.00,0.000
7248132,GLE,11,3.00,0.000
7248132,GLE,12,1.00,0.000
7248132,GLE,13,1.00,0.000
7248132,GLE,14,1.00,0.000
7248132,GLE,18,9.00,0.000
7248132,GLE,19,1.00,0.000
7248132,GLE,20,3.00,0.000
7248132,GLE,21,4.00,0.000
7248132,GLE,23,2.00,0.000
7248132,GLE,27,1.00,0.000
7248132,GLE,28,1.00,0.000
7248132,GLE,31,1.00,0.000
7248140,GLE,19,1.00,0.000
7248140,GLE,28,1.00,0.000
724843P,GLE,6,1.00,0.000
724843P,GLE,12,3.00,0.000
724843P,GLE,17,2.00,0.000
724843P,GLE,18,1.00,0.000
724843P,GLE,20,1.00,0.000
7248UPG,GLE,14,1.00,0.000
7249860,GLE,18,1.00,0.000
7249860,GLE,31,4.00,0.000
7311D10,GMM,1,1.00,97.000
7311D20,GMM,1,2.00,2.390
7315C01,GMM,1,1.00,129.000
7316TF1,GLN,4,1.00,180.000
7316TF1,GLN,6,1.00,174.380
7316TF1,GLE,6,1.00,0.000
7316TF1,GLN,9,2.00,823.590
7316TF1,GLE,10,1.00,0.000
7316TF1,GLN,13,1.00,397.630
7316TF1,GLN,14,1.00,397.630
7316TF1,GLE,14,1.00,464.170
7316TF1,GLN,16,1.00,411.790
7316TF1,GLN,17,1.00,295.320
7316TF1,GLN,19,1.00,354.990
7316TF1,GLN,20,1.00,174.380
7316TF1,GLN,21,2.00,347.290
7316TF1,GLN,23,1.00,353.930
7316TF1,GLE,23,2.00,0.000
7316TF1,GLN,25,2.00,226.105
7316TF1,GLE,27,3.00,57.036
7316TF1,GLN,30,1.00,406.430
7316TF1,GLE,31,1.00,0.000
7316TF2,GMM,1,1.00,199.790
7316TF2,GMX,1,1.00,53.000
7318P10,GLN,16,2.00,0.000
7318P10,GLN,31,2.00,0.000
7318S20,GLN,31,3.00,0.000
7372001,GLE,23,1.00,0.000
8508002,GLE,21,1.00,0.000
8508002,GLE,29,7.00,0.000
8508002,GLE,31,1.00,0.000
9021962,GLE,18,1.00,0.000
9032002,GMM,1,11.00,567.001
9032002,GMP,1,17.00,432.482
9032002,GLE,10,1.00,1508.990
9032003,GMP,1,23.00,9440.746
9032003,GLE,10,2.00,6187.210
9032003,GLN,10,1.00,0.000
9032003,GLN,13,3.00,0.000
9032003,GLE,14,14.00,12162.692
9032003,GLN,16,4.00,4085.450
9032003,GLN,22,1.00,0.000
9032003,GLE,23,4.00,10887.895
9032003,GLN,23,3.00,2221.853
9032003,GLE,24,1.00,0.000
9032003,GLN,26,2.00,2562.110
9032003,GLE,27,1.00,0.000
9032003,GLN,28,1.00,0.000
9032003,GLN,29,1.00,0.000
9032003,GLN,31,2.00,0.000
9032005,GMM,1,5.00,84546.208
9032005,GMP,1,50.00,42491.096
9032005,GLE,4,2.00,9871.820
9032005,GLN,4,2.00,11496.795
9032005,GLN,5,18.00,29404.499
9032005,GLN,7,1.00,13979.160
9032005,GLN,11,2.00,79643.280
9032005,GLE,14,4.00,44.890
9032005,GLN,14,3.00,23777.710
9032005,GLE,18,4.00,0.000
9032005,GLN,18,2.00,1.000
9032005,GLN,20,2.00,51149.970
9032005,GLN,21,1.00,0.000
9032005,GLN,22,1.00,0.000
9032005,GLE,23,26.00,5649.665
9032005,GLN,23,15.00,19185.638
9032005,GLE,25,2.00,0.000
9032005,GLE,27,13.00,19915.046
9032005,GLN,27,7.00,64730.592
9032005,GLN,28,5.00,0.000
9032005,GLN,30,3.00,0.000
9032005,GLE,31,4.00,0.000
9032005,GLN,31,6.00,46749.700
9032005,GLN,32,1.00,0.000
9033001,GLE,23,2.00,0.000
9034001,GME,1,14.00,11.500
9034001,GMM,1,4.00,488.250
9034001,GMX,1,374.00,32.981
9034001,GLE,21,1.00,512.270
9034001,GLE,23,21.00,0.000
9034001,GLN,23,42.00,0.000
9034001,GLE,24,4.00,0.000
9034001,GLE,27,6.00,0.000
9034001,GLN,31,4.00,63.700
9034001,GLN,32,1.00,63.700
9034001,GLE,32,2.00,0.000
90340A1,GMX,1,4.00,0.010
90340A1,GLN,32,1.00,63.700
9034999,GMX,1,9.00,0.000
9035001,GLE,23,1.00,479.430
9036003,GLE,10,12.00,0.000
9037001,GMP,1,14.00,1449.873
9037001,GLE,10,1.00,0.000
9037001,GLN,18,2.00,0.000
9037001,GLE,21,2.00,0.000
9037001,GLN,23,2.00,13.965
9037001,GLN,25,2.00,10.700
9037001,GLE,27,2.00,0.000
9037001,GLN,29,3.00,0.000
9037001,GLN,31,1.00,179.690
9037002,GLE,4,2.00,0.000
9037002,GLE,5,2.00,0.000
9037002,GLN,5,1.00,9756.640
9037002,GLE,10,5.00,0.000
9037002,GLN,10,1.00,5700.060
9037002,GLE,13,2.00,5392.065
9037002,GLN,13,2.00,1493.380
9037002,GLE,14,4.00,6.095
9037002,GLE,18,2.00,470.340
9037002,GLN,22,2.00,0.000
9037002,GLE,23,22.00,753.108
9037002,GLN,23,6.00,914.310
9037002,GLE,24,2.00,5123.535
9037002,GLE,27,3.00,6.936
9037002,GLN,27,6.00,1788.940
9037002,GLN,31,2.00,0.000
9076001,GLE,10,2.00,0.000
9076202,GLE,26,1.00,8425.830
9076205,GLN,6,1.00,0.000
9076205,GLE,19,1.00,6692.140
9076206,GLE,10,1.00,0.000
9076206,GLE,18,2.00,0.000
9076207,GLE,5,2.00,228.220
9076209,GMP,1,1.00,0.010
9076209,GLE,19,1.00,6219.920
9076209,GLE,23,3.00,0.000
9076209,GLN,27,1.00,0.000
907620A,GMP,1,1.00,0.010
90762A3,GLE,16,1.00,0.000
90762AA,GLE,27,1.00,0.000
9076303,GMP,1,2.00,0.010
9076303,GLE,4,1.00,0.000
9076304,GLE,13,1.00,3172.200
9076304,GLE,26,1.00,0.000
9076305,GLN,10,1.00,0.000
9076305,GLE,14,1.00,0.000
9076305,GLE,18,1.00,0.000
9076305,GLE,19,1.00,0.000
9076305,GLE,24,1.00,0.000
9076306,GMM,1,1.00,2765.000
9076306,GLE,10,1.00,0.000
9076306,GLE,14,1.00,0.000
9076306,GLE,19,1.00,15096.150
9076306,GLE,22,1.00,38314.110
9076306,GLE,24,1.00,0.000
9076306,GLN,26,1.00,0.000
9076307,GLE,17,1.00,10436.410
9076307,GLN,23,1.00,0.000
9076308,GMP,1,1.00,0.010
9076309,GMP,1,2.00,0.010
9076309,GLN,4,2.00,0.000
9076309,GLE,18,1.00,0.000
9076309,GLE,31,1.00,0.000
9076309,GLE,32,1.00,0.000
90763A5,GLE,18,1.00,0.000
90763AA,GLE,23,2.00,0.000
9076403,GMP,1,1.00,56718.480
9076408,GMP,1,1.00,0.010
9076500,GLE,14,1.00,0.660
9076500,GLE,27,1.00,0.000
9076550,GMM,1,9.00,10299.660
9076550,GMP,1,14.00,8014.815
9076550,GLN,4,1.00,41640.590
9076550,GLN,5,7.00,12885.380
9076550,GLE,5,1.00,19003.550
9076550,GLN,6,1.00,1434.380
9076550,GLE,7,4.00,66473.437
9076550,GLE,8,1.00,0.000
9076550,GLN,9,3.00,37953.756
9076550,GLN,10,4.00,42413.112
9076550,GLE,10,10.00,0.000
9076550,GLE,11,1.00,0.000
9076550,GLE,12,1.00,0.000
9076550,GLE,14,6.00,17925.656
9076550,GLN,14,4.00,16933.367
9076550,GLN,17,1.00,0.000
9076550,GLE,18,1.00,5397.630
9076550,GLN,18,2.00,43212.205
9076550,GLE,21,1.00,0.000
9076550,GLE,22,2.00,344.680
9076550,GLN,22,1.00,15312.810
9076550,GLE,23,15.00,2725.912
9076550,GLN,23,8.00,32676.893
9076550,GLE,26,1.00,0.000
9076550,GLE,27,7.00,1635.645
9076550,GLN,27,4.00,6868.890
9076550,GLN,30,1.00,286.880
9076550,GLN,31,4.00,7403.480
9076550,GLE,31,3.00,1925.910
9076550,GLE,32,1.00,13925.320
9076556,GMP,1,1.00,1.550
907655H,GMP,1,6.00,9090.185
907655H,GLE,10,1.00,0.000
907655H,GLE,23,1.00,0.000
907655H,GLN,31,1.00,0.000
9076A01,GLE,27,1.00,0.000
9076LIS,GLE,23,1.00,0.000
907704S,GMP,1,1.00,4.000
907704S,GLN,23,1.00,50.150
907704S,GLE,27,1.00,0.000
907704S,GLE,31,1.00,0.000
907716S,GLN,10,2.00,31.640
907716S,GLN,18,2.00,0.000
9121210,GLE,20,1.00,258600.230
9121621,GLE,10,1.00,0.000
9221120,GLE,14,1.00,5438.290
9221120,GLE,26,1.00,0.000
9221130,GLN,16,1.00,0.000
9221150,GLN,6,1.00,0.000
9221150,GLE,10,2.00,0.000
9221150,GLE,23,1.00,0.000
9221191,GLE,10,1.00,0.000
9221200,GLE,26,1.00,0.000
9221211,GLE,32,1.00,52.970
9309001,GLE,5,1.00,0.000
9309001,GLE,8,1.00,0.000
9309001,GLN,22,3.00,0.000
9309001,GLE,27,5.00,0.000
9309002,GMX,1,97.00,22.419
9309002,GLE,4,2.00,0.000
9309002,GLE,5,4.00,5.260
9309002,GLN,5,16.00,11.991
9309002,GLE,6,1.00,0.000
9309002,GLN,6,3.00,0.000
9309002,GLE,8,4.00,0.000
9309002,GLE,9,6.00,0.000
9309002,GLN,9,1.00,28.540
9309002,GLE,10,16.00,0.000
9309002,GLE,11,1.00,0.000
9309002,GLE,12,2.00,0.000
9309002,GLN,12,1.00,15.330
9309002,GLE,13,1.00,0.000
9309002,GLN,13,1.00,5.840
9309002,GLE,14,7.00,270.191
9309002,GLN,14,7.00,4.754
9309002,GLE,16,3.00,252.053
9309002,GLN,16,2.00,0.000
9309002,GLE,17,9.00,0.000
9309002,GLE,18,1.00,0.000
9309002,GLN,18,7.00,0.000
9309002,GLE,19,4.00,0.315
9309002,GLN,19,4.00,0.000
9309002,GLE,20,2.00,0.000
9309002,GLN,20,3.00,0.000
9309002,GLE,21,5.00,0.000
9309002,GLN,21,4.00,0.000
9309002,GLE,22,7.00,0.000
9309002,GLN,22,2.00,0.000
9309002,GLE,23,30.00,6.364
9309002,GLN,23,4.00,0.000
9309002,GLE,24,1.00,0.000
9309002,GLN,24,3.00,0.000
9309002,GLN,25,12.00,0.000
9309002,GLE,26,2.00,0.000
9309002,GLN,26,1.00,0.000
9309002,GLE,27,13.00,43.385
9309002,GLN,27,9.00,0.000
9309002,GLE,28,3.00,0.000
9309002,GLN,28,1.00,0.000
9309002,GLE,29,1.00,0.000
9309002,GLN,29,1.00,0.000
9309002,GLN,30,2.00,0.000
9309002,GLE,30,1.00,396.120
9309002,GLE,31,4.00,0.000
9309002,GLN,31,1.00,0.000
9309002,GLE,32,6.00,0.000
940110S,GLE,18,2.00,0.000
9401150,GLE,4,3.00,0.000
9401150,GLN,4,2.00,0.000
9401150,GLN,5,1.00,0.000
9401150,GLE,5,22.00,16.016
9401150,GLE,6,3.00,0.000
9401150,GLN,6,3.00,72.000
9401150,GLE,7,2.00,0.000
9401150,GLE,8,10.00,0.000
9401150,GLN,9,2.00,0.000
9401150,GLE,9,4.00,0.000
9401150,GLN,10,11.00,0.000
9401150,GLE,10,40.00,14.838
9401150,GLE,11,3.00,0.000
9401150,GLE,13,4.00,0.000
9401150,GLN,13,3.00,0.000
9401150,GLE,14,26.00,38.464
9401150,GLE,15,3.00,0.000
9401150,GLE,16,3.00,0.000
9401150,GLN,16,1.00,0.000
9401150,GLE,17,2.00,0.000
9401150,GLE,18,40.00,21.167
9401150,GLE,19,1.00,0.000
9401150,GLE,20,1.00,0.000
9401150,GLE,21,1.00,0.000
9401150,GLE,22,69.00,935.463
9401150,GLE,23,37.00,14.103
9401150,GLN,23,1.00,0.000
9401150,GLE,24,5.00,0.000
9401150,GLE,25,1.00,0.000
9401150,GLE,26,1.00,0.000
9401150,GLN,26,1.00,0.000
9401150,GLN,27,1.00,0.000
9401150,GLE,27,26.00,14.153
9401150,GLE,29,1.00,0.000
9401150,GLE,31,6.00,0.000
9401150,GLE,32,1.00,2.320
9401170,GLE,14,1.00,0.000
9401250,GLE,23,1.00,157.220
9401P03,GLE,6,2.00,0.000
9401P03,GLE,7,2.00,0.000
9401P03,GLE,8,1.00,0.000
9401P03,GLE,12,2.00,0.000
9401P03,GLE,14,2.00,0.000
9401P03,GLE,15,1.00,0.000
9401P03,GLE,16,1.00,0.000
9401P03,GLE,17,2.00,0.000
9401P03,GLE,18,3.00,0.000
9401P03,GLE,19,1.00,0.000
9401P03,GLE,20,1.00,0.000
9401P03,GLE,21,3.00,0.000
9401P03,GLE,31,2.00,0.000
9402010,GLE,27,1.00,0.000
9402170,GLE,10,1.00,2507.040
9402170,GLE,23,1.00,0.000
9402200,GMR,1,1.00,4.590
9402200,GLE,4,1.00,1658.190
9402200,GLE,5,1.00,0.000
9402200,GLE,6,8.00,4.050
9402200,GLE,7,1.00,0.000
9402200,GLE,8,6.00,396.373
9402200,GLE,9,4.00,0.000
9402200,GLE,10,20.00,42.009
9402200,GLN,10,1.00,13.520
9402200,GLE,12,4.00,125.365
9402200,GLE,13,3.00,187.140
9402200,GLE,14,6.00,35.366
9402200,GLE,16,6.00,190.591
9402200,GLE,17,12.00,92.377
9402200,GLE,18,11.00,112.676
9402200,GLN,18,2.00,0.000
9402200,GLE,19,1.00,2093.720
9402200,GLE,20,1.00,517.930
9402200,GLE,21,14.00,187.949
9402200,GLN,21,1.00,28.960
9402200,GLN,22,1.00,0.000
9402200,GLE,23,12.00,397.665
9402200,GLN,23,2.00,32.570
9402200,GLE,24,3.00,525.616
9402200,GLN,24,2.00,0.000
9402200,GLE,25,4.00,741.877
9402200,GLE,27,6.00,0.000
9402200,GLE,28,1.00,751.760
9402200,GLN,28,1.00,10.880
9402200,GLE,29,5.00,76.734
9402200,GLE,30,1.00,58.210
9402200,GLE,31,2.00,0.000
9402200,GLE,32,2.00,354.955
940220S,GLE,23,2.00,79.840
9402236,GLE,7,2.00,0.000
9402236,GLE,8,2.00,46.065
9402236,GLE,9,2.00,0.000
9402236,GLE,10,2.00,0.000
9402236,GLE,12,3.00,151.400
9402236,GLE,14,4.00,46.235
9402236,GLE,15,1.00,0.000
9402236,GLE,16,2.00,4.605
9402236,GLE,17,1.00,0.000
9402236,GLE,18,6.00,26.146
9402236,GLE,19,2.00,174.515
9402236,GLE,20,1.00,1385.930
9402236,GLE,21,3.00,46.930
9402236,GLE,22,1.00,241.900
9402236,GLE,23,10.00,151.860
9402236,GLE,25,22.00,72.674
9402236,GLE,27,5.00,50.000
9402236,GLE,31,2.00,274.785
94022FS,GLE,18,1.00,0.000
9402400,GLE,4,2.00,0.000
9402400,GLE,5,8.00,149.192
9402400,GLE,6,6.00,6.680
9402400,GLE,7,6.00,0.000
9402400,GLE,8,6.00,108.031
9402400,GLE,9,3.00,3398.000
9402400,GLE,10,26.00,544.616
9402400,GLN,10,1.00,0.000
9402400,GLE,11,1.00,0.000
9402400,GLE,12,3.00,107.806
9402400,GLE,13,5.00,478.474
9402400,GLE,14,10.00,109.000
9402400,GLE,15,1.00,0.000
9402400,GLE,16,2.00,932.920
9402400,GLE,18,13.00,130.431
9402400,GLE,19,4.00,2766.035
9402400,GLN,19,1.00,19.580
9402400,GLE,20,1.00,0.000
9402400,GLE,21,4.00,710.360
9402400,GLE,22,5.00,367.252
9402400,GLE,23,56.00,184.552
9402400,GLE,24,1.00,0.000
9402400,GLE,25,2.00,0.000
9402400,GLE,27,6.00,275.341
9402400,GLN,27,1.00,44.650
9402400,GLE,29,5.00,301.560
9402400,GLE,30,1.00,0.000
9402400,GLE,31,3.00,623.390
940240E,GLE,5,2.00,0.000
940240E,GLE,6,1.00,0.000
940240E,GLE,8,1.00,0.000
940240E,GLE,9,1.00,0.000
940240E,GLE,10,3.00,0.000
940240E,GLE,11,1.00,563.250
940240E,GLE,14,2.00,0.000
940240E,GLE,15,1.00,0.000
940240E,GLE,17,1.00,1502.160
940240E,GLE,18,1.00,0.000
940240E,GLE,22,1.00,0.000
940240E,GLE,23,2.00,0.000
940240E,GLE,27,1.00,0.000
940240G,GLE,5,2.00,0.000
940240G,GLE,8,2.00,0.000
940240G,GLE,10,1.00,0.000
940240G,GLE,11,1.00,0.000
940240G,GLE,14,2.00,0.000
940240G,GLE,23,2.00,0.000
940240L,GLE,17,1.00,0.000
940240L,GLE,23,1.00,0.000
940240L,GLE,26,1.00,8693.010
940240S,GLE,8,1.00,0.000
940240S,GLE,10,1.00,0.000
940240S,GLE,12,1.00,135.000
940240S,GLE,14,1.00,0.000
940240S,GLE,15,1.00,0.000
940240S,GLE,18,1.00,0.000
940240S,GLN,20,1.00,0.000
940240S,GLE,31,1.00,124.090
940242E,GLE,12,1.00,0.000
940242E,GLE,14,1.00,0.000
940242E,GLE,16,1.00,186.820
940242E,GLE,17,2.00,0.000
940242E,GLE,18,3.00,0.000
940242E,GLE,19,1.00,761.410
940242E,GLE,20,1.00,555.110
940242E,GLE,21,4.00,381.872
940242E,GLE,23,9.00,0.000
940242E,GLE,24,1.00,3787.500
940242E,GLE,27,3.00,0.000
940242G,GLE,5,1.00,0.000
940242G,GLE,6,1.00,0.000
940242G,GLE,7,1.00,0.000
940242G,GLE,9,1.00,0.000
940242G,GLE,10,1.00,2497.820
940242G,GLE,13,1.00,0.000
940242G,GLE,15,1.00,0.000
940242G,GLE,16,1.00,1192.670
940242G,GLE,18,1.00,0.000
940242G,GLE,23,8.00,0.000
940242G,GLE,27,2.00,0.000
940242L,GLE,23,1.00,0.000
9402436,GMR,1,1.00,0.010
9402436,GLE,5,1.00,130.530
9402436,GLE,8,1.00,124.890
9402436,GLE,10,6.00,86.260
9402436,GLE,12,8.00,110.231
9402436,GLE,13,1.00,0.000
9402436,GLE,14,15.00,84.670
9402436,GLE,17,1.00,0.000
9402436,GLE,18,4.00,108.482
9402436,GLE,19,1.00,0.000
9402436,GLE,21,3.00,35.853
9402436,GLE,23,10.00,122.290
9402436,GLE,25,3.00,867.156
9402436,GLE,27,3.00,66.883
9402436,GLE,29,1.00,0.000
9402436,GLE,30,1.00,0.000
94024HE,GLE,18,1.00,0.000
94024HG,GLE,14,1.00,0.000
94024HG,GLE,27,1.00,0.000
94024HS,GLE,14,1.00,0.000
94024HS,GLE,18,2.00,0.000
94024HS,GLE,26,1.00,1150.380
94024SE,GLE,14,1.00,0.000
94024SE,GLE,18,1.00,0.000
94024SG,GLE,27,1.00,0.000
94024SL,GLE,23,1.00,0.000
94024SS,GLE,8,1.00,0.000
94024SS,GLE,10,1.00,0.000
