"mtm","part","srcLoc","period","attachRate"
70386M2,0000008K0293,GLN,3,+00000000000000000000000000000.24
70386M2,0000008K0293,GLE,3,+00000000000000000000000000000.66
70386M2,0000008K0303,GLN,3,+00000000000000000000000000000.01
70386M2,0000009P2645,GLN,3,+00000000000000000000000000000.02
70386M2,0000009P2645,GLE,3,+00000000000000000000000000000.33
70386M2,0000009P2647,GLN,3,+00000000000000000000000000000.02
70386M2,0000009P3876,GLE,3,+00000000000000000000000000000.66
70386M2,0000009P3876,GLN,3,+00000000000000000000000000000.74
70386M2,0000009P3919,GLE,3,+00000000000000000000000000001.33
70386M2,0000009P4444,GLN,3,+00000000000000000000000000000.04
70386M2,0000009P5023,GLE,3,+00000000000000000000000000000.33
70386M2,0000009P5023,GLN,3,+00000000000000000000000000000.44
70386M2,0000009P6046,GLN,3,+00000000000000000000000000000.01
70386M2,0000009P6047,GLN,3,+00000000000000000000000000000.00
70386M2,0000009P6052,GLN,3,+00000000000000000000000000000.01
70386M2,0000009P6257,GLN,3,+00000000000000000000000000000.20
70386M2,0000009P6257,GLE,3,+00000000000000000000000000000.33
70386M2,0000009P6261,GLN,3,+00000000000000000000000000000.06
70386M2,0000009P6266,GLE,3,+00000000000000000000000000000.33
70386M2,0000009P6266,GLN,3,+00000000000000000000000000000.53
70386M2,0000009P6589,GLN,3,+00000000000000000000000000000.00
70386M2,0000019P0692,GLN,3,+00000000000000000000000000000.06
70386M2,0000019P0798,GLN,3,+00000000000000000000000000000.27
70386M2,0000019P0798,GLE,3,+00000000000000000000000000000.33
70386M2,0000019P4897,GLN,3,+00000000000000000000000000000.01
70386M2,0000021P4490,GLN,3,+00000000000000000000000000000.14
70386M2,0000021P4490,GLE,3,+00000000000000000000000000000.66
70386M2,0000021P4491,GLN,3,+00000000000000000000000000000.14
70386M2,0000021P4491,GLE,3,+00000000000000000000000000000.66
70386M2,0000021P5195,GLN,3,+00000000000000000000000000000.07
70386M2,0000021P5195,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5196,GLN,3,+00000000000000000000000000000.07
70386M2,0000021P5196,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5197,GLN,3,+00000000000000000000000000000.06
70386M2,0000021P5197,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5199,GLN,3,+00000000000000000000000000000.03
70386M2,0000021P5199,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5201,GLN,3,+00000000000000000000000000000.04
70386M2,0000021P5201,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5204,GLN,3,+00000000000000000000000000000.06
70386M2,0000021P5204,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5205,GLN,3,+00000000000000000000000000000.05
70386M2,0000021P5205,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5640,GLN,3,+00000000000000000000000000000.01
70386M2,0000021P5640,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5734,GLN,3,+00000000000000000000000000000.05
70386M2,0000021P5734,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5882,GLN,3,+00000000000000000000000000000.26
70386M2,0000021P5882,GLE,3,+00000000000000000000000000000.33
70386M2,0000021P5892,GLN,3,+00000000000000000000000000000.07
70386M2,0000021P5892,GLE,3,+00000000000000000000000000000.33
70386M2,0000022P6362,GLN,3,+00000000000000000000000000000.00
70386M2,0000025L1962,GLN,3,+00000000000000000000000000000.03
70386M2,0000025L1963,GLN,3,+00000000000000000000000000000.03
70386M2,0000032P5200,GLN,3,+00000000000000000000000000000.00
70386M2,0000033P3320,GLN,3,+00000000000000000000000000000.05
70386M2,0000033P3320,GLE,3,+00000000000000000000000000000.33
70386M2,0000044P2938,GLN,3,+00000000000000000000000000000.00
70386M2,0000053P1155,GLN,3,+00000000000000000000000000000.00
70386M2,0000053P1270,GLE,3,+00000000000000000000000000001.33
70386M2,0000053P1834,GLE,3,+00000000000000000000000000000.33
70386M2,0000053P1834,GLN,3,+00000000000000000000000000000.43
70386M2,0000053P1971,GLN,3,+00000000000000000000000000000.00
70386M2,0000053P3017,GLN,3,+00000000000000000000000000000.15
70386M2,0000053P3230,GLN,3,+00000000000000000000000000004.40
70386M2,0000053P3230,GLE,3,+00000000000000000000000000005.33
70386M2,0000053P3232,GLN,3,+00000000000000000000000000001.03
70386M2,0000053P4103,GLN,3,+00000000000000000000000000000.05
70386M2,0000053P4103,GLE,3,+00000000000000000000000000000.33
70386M2,0000053P4703,GLN,3,+00000000000000000000000000000.00
70386M2,0000053P4711,GLN,3,+00000000000000000000000000000.00
70386M2,0000053P4711,GLE,3,+00000000000000000000000000000.33
70386M2,0000053P4715,GLN,3,+00000000000000000000000000000.01
70386M2,0000053P4741,GLN,3,+00000000000000000000000000000.01
70386M2,0000053P4743,GLN,3,+00000000000000000000000000000.00
70386M2,0000053P4749,GLN,3,+00000000000000000000000000000.02
70386M2,0000053P4755,GLN,3,+00000000000000000000000000000.03
70386M2,0000053P4755,GLE,3,+00000000000000000000000000000.33
70386M2,0000053P4953,GLN,3,+00000000000000000000000000000.01
70386M2,0000053P4954,GLN,3,+00000000000000000000000000000.87
70386M2,0000080P2309,GLN,3,+00000000000000000000000000000.25
70386M2,0000080P2309,GLE,3,+00000000000000000000000000000.33
70386M2,0000080P2587,GLN,3,+00000000000000000000000000000.00
70386M2,0000080P3388,GLN,3,+00000000000000000000000000000.02
70386M2,0000080P4450,GLN,3,+00000000000000000000000000000.21
70386M2,0000080P4527,GLN,3,+00000000000000000000000000000.06
70386M2,0000093H6540,GLN,3,+00000000000000000000000000000.03
70386M2,0000097P2372,GLN,3,+00000000000000000000000000000.01
70386M2,0000097P2894,GLN,3,+00000000000000000000000000000.02
70386M2,0000097P2908,GLN,3,+00000000000000000000000000000.01
70386M2,0000097P2933,GLN,3,+00000000000000000000000000000.01
70386M2,0000097P4044,GLN,3,+00000000000000000000000000000.03
70386M2,0000097P4100,GLN,3,+00000000000000000000000000000.15
70386M2,0000097P6513,GLN,3,+00000000000000000000000000000.03
70386M2,0000000P2526,GLE,4,+00000000000000000000000000000.33
70386M2,0000000P2542,GLN,4,+00000000000000000000000000000.40
70386M2,0000000P2692,GLE,4,+00000000000000000000000000000.66
70386M2,0000000P3055,GLE,4,+00000000000000000000000000000.33
70386M2,0000000P3055,GLN,4,+00000000000000000000000000001.20
70386M2,0000000P3215,GLE,4,+00000000000000000000000000001.00
70386M2,0000000P3215,GLN,4,+00000000000000000000000000001.00
70386M2,0000000P4050,GLN,4,+00000000000000000000000000002.20
70386M2,0000000P4050,GLE,4,+00000000000000000000000000003.33
70386M2,0000000P4056,GLE,4,+00000000000000000000000000000.33
70386M2,0000000P4295,GLN,4,+00000000000000000000000000000.80
70386M2,0000000P4295,GLE,4,+00000000000000000000000000002.00
70386M2,0000000P4494,GLE,4,+00000000000000000000000000000.66
70386M2,0000000P4501,GLE,4,+00000000000000000000000000000.33
70386M2,0000000P5604,GLE,4,+00000000000000000000000000000.33
70386M2,0000000P5618,GLE,4,+00000000000000000000000000000.66
70386M2,0000000P5618,GLN,4,+00000000000000000000000000001.00
70386M2,0000000P5622,GLE,4,+00000000000000000000000000000.66
70386M2,0000004N2964,GLE,4,+00000000000000000000000000000.33
70386M2,0000004N5272,GLN,4,+00000000000000000000000000000.40
70386M2,0000008K0273,GLN,4,+00000000000000000000000000001.20
70386M2,0000008K0293,GLE,4,+00000000000000000000000000000.66
70386M2,0000008K0293,GLN,4,+00000000000000000000000000001.20
70386M2,0000009P3876,GLE,4,+00000000000000000000000000001.00
70386M2,0000009P3876,GLN,4,+00000000000000000000000000001.00
70386M2,0000009P5023,GLN,4,+00000000000000000000000000000.40
70386M2,0000009P5079,GLE,4,+00000000000000000000000000000.33
70386M2,0000009P6257,GLE,4,+00000000000000000000000000000.33
70386M2,0000009P6257,GLN,4,+00000000000000000000000000000.60
70386M2,0000009P6266,GLN,4,+00000000000000000000000000000.40
70386M2,0000009P6266,GLE,4,+00000000000000000000000000000.66
70386M2,0000019P0692,GLN,4,+00000000000000000000000000000.20
70386M2,0000019P0798,GLN,4,+00000000000000000000000000000.20
70386M2,0000019P0798,GLE,4,+00000000000000000000000000000.33
70386M2,0000021P5882,GLN,4,+00000000000000000000000000000.60
70386M2,0000021P5882,GLE,4,+00000000000000000000000000000.66
70386M2,0000053P1155,GLN,4,+00000000000000000000000000000.40
70386M2,0000053P1834,GLE,4,+00000000000000000000000000000.33
70386M2,0000053P1834,GLN,4,+00000000000000000000000000000.40
70386M2,0000053P3017,GLN,4,+00000000000000000000000000000.20
70386M2,0000053P3230,GLN,4,+00000000000000000000000000003.60
70386M2,0000053P3232,GLN,4,+00000000000000000000000000001.60
70386M2,0000053P3232,GLE,4,+00000000000000000000000000008.00
70386M2,0000093H6544,GLN,4,+00000000000000000000000000000.20
70386M2,000000000000,GLN,5,+00000000000000000000000000027.40
70386M2,0000000P2526,GLE,5,+00000000000000000000000000000.18
70386M2,0000000P2532,GLN,5,+00000000000000000000000000000.66
70386M2,0000000P2542,GLN,5,+00000000000000000000000000000.66
70386M2,0000000P2664,GLN,5,+00000000000000000000000000000.26
70386M2,0000000P2676,GLE,5,+00000000000000000000000000000.54
70386M2,0000000P2684,GLN,5,+00000000000000000000000000000.26
70386M2,0000000P2684,GLE,5,+00000000000000000000000000000.36
70386M2,0000000P3055,GLN,5,+00000000000000000000000000000.13
70386M2,0000000P3055,GLE,5,+00000000000000000000000000000.18
70386M2,0000000P3056,GLN,5,+00000000000000000000000000000.06
70386M2,0000000P3215,GLN,5,+00000000000000000000000000000.80
70386M2,0000000P3215,GLE,5,+00000000000000000000000000000.90
70386M2,0000000P4050,GLN,5,+00000000000000000000000000002.13
70386M2,0000000P4050,GLE,5,+00000000000000000000000000002.27
70386M2,0000000P4056,GLN,5,+00000000000000000000000000000.13
70386M2,0000000P4056,GLE,5,+00000000000000000000000000000.27
70386M2,0000000P4062,GLN,5,+00000000000000000000000000000.13
70386M2,0000000P4289,GLN,5,+00000000000000000000000000000.66
70386M2,0000000P4295,GLN,5,+00000000000000000000000000000.93
70386M2,0000000P4295,GLE,5,+00000000000000000000000000001.36
70386M2,0000000P4494,GLE,5,+00000000000000000000000000000.54
70386M2,0000000P4501,GLN,5,+00000000000000000000000000000.60
70386M2,0000000P4501,GLE,5,+00000000000000000000000000001.36
70386M2,0000000P5260,GLE,5,+00000000000000000000000000000.18
70386M2,0000000P5604,GLE,5,+00000000000000000000000000000.18
70386M2,0000000P5604,GLN,5,+00000000000000000000000000000.33
70386M2,0000000P5618,GLE,5,+00000000000000000000000000000.81
70386M2,0000000P5618,GLN,5,+00000000000000000000000000000.86
70386M2,0000000P5622,GLE,5,+00000000000000000000000000000.27
70386M2,0000000P5756,GLE,5,+00000000000000000000000000000.09
70386M2,0000004N2964,GLE,5,+00000000000000000000000000000.36
70386M2,0000004N5272,GLN,5,+00000000000000000000000000000.60
70386M2,0000008K0273,GLE,5,+00000000000000000000000000000.54
70386M2,0000008K0273,GLN,5,+00000000000000000000000000001.33
70386M2,0000008K0293,GLN,5,+00000000000000000000000000000.13
70386M2,0000008K0293,GLE,5,+00000000000000000000000000000.45
70386M2,0000009P2645,GLE,5,+00000000000000000000000000000.09
70386M2,0000009P3876,GLE,5,+00000000000000000000000000001.00
70386M2,0000009P3876,GLN,5,+00000000000000000000000000001.00
70386M2,0000009P5023,GLN,5,+00000000000000000000000000000.20
70386M2,0000009P5023,GLE,5,+00000000000000000000000000000.54
70386M2,0000009P6257,GLE,5,+00000000000000000000000000000.45
70386M2,0000009P6257,GLN,5,+00000000000000000000000000000.59
70386M2,0000009P6261,GLE,5,+00000000000000000000000000000.09
70386M2,0000009P6266,GLN,5,+00000000000000000000000000000.26
70386M2,0000009P6266,GLE,5,+00000000000000000000000000000.36
70386M2,0000019P0798,GLE,5,+00000000000000000000000000000.36
70386M2,0000019P0798,GLN,5,+00000000000000000000000000000.73
70386M2,0000021P4490,GLE,5,+00000000000000000000000000000.18
70386M2,0000021P4490,GLN,5,+00000000000000000000000000000.26
70386M2,0000021P4491,GLE,5,+00000000000000000000000000000.18
70386M2,0000021P4491,GLN,5,+00000000000000000000000000000.26
70386M2,0000021P5195,GLE,5,+00000000000000000000000000000.09
70386M2,0000021P5195,GLN,5,+00000000000000000000000000000.13
70386M2,0000021P5196,GLE,5,+00000000000000000000000000000.09
70386M2,0000021P5196,GLN,5,+00000000000000000000000000000.13
70386M2,0000021P5197,GLE,5,+00000000000000000000000000000.09
70386M2,0000021P5197,GLN,5,+00000000000000000000000000000.13
70386M2,0000021P5199,GLE,5,+00000000000000000000000000000.09
70386M2,0000021P5201,GLN,5,+00000000000000000000000000000.13
70386M2,0000021P5204,GLE,5,+00000000000000000000000000000.09
70386M2,0000021P5204,GLN,5,+00000000000000000000000000000.13
70386M2,0000021P5205,GLE,5,+00000000000000000000000000000.09
70386M2,0000021P5205,GLN,5,+00000000000000000000000000000.13
70386M2,0000021P5640,GLE,5,+00000000000000000000000000000.09
70386M2,0000021P5734,GLE,5,+00000000000000000000000000000.09
70386M2,0000021P5734,GLN,5,+00000000000000000000000000000.13
70386M2,0000021P5882,GLE,5,+00000000000000000000000000000.72
70386M2,0000021P5892,GLE,5,+00000000000000000000000000000.09
70386M2,0000021P5892,GLN,5,+00000000000000000000000000000.13
70386M2,0000024L0992,GLE,5,+00000000000000000000000000000.09
70386M2,0000033P3320,GLE,5,+00000000000000000000000000000.09
70386M2,0000033P3320,GLN,5,+00000000000000000000000000000.13
70386M2,0000044P2938,GLN,5,+00000000000000000000000000000.06
70386M2,0000053P1270,GLE,5,+00000000000000000000000000000.18
70386M2,0000053P1834,GLN,5,+00000000000000000000000000000.33
70386M2,0000053P1834,GLE,5,+00000000000000000000000000000.54
70386M2,0000053P3017,GLN,5,+00000000000000000000000000000.13
70386M2,0000053P3230,GLE,5,+00000000000000000000000000001.45
70386M2,0000053P3230,GLN,5,+00000000000000000000000000002.06
70386M2,0000053P3232,GLN,5,+00000000000000000000000000000.53
70386M2,0000053P4103,GLE,5,+00000000000000000000000000000.09
70386M2,0000053P4103,GLN,5,+00000000000000000000000000000.13
70386M2,0000053P4741,GLE,5,+00000000000000000000000000000.18
70386M2,0000053P4749,GLE,5,+00000000000000000000000000000.09
70386M2,0000053P4755,GLE,5,+00000000000000000000000000000.18
70386M2,0000053P4954,GLN,5,+00000000000000000000000000000.13
70386M2,0000053P4954,GLE,5,+00000000000000000000000000000.45
70386M2,0000097P2894,GLE,5,+00000000000000000000000000000.09
70386M2,0000097P2894,GLN,5,+00000000000000000000000000000.13
70386M2,0348-0049472,GLE,5,+00000000000000000000000000000.18
70386M2,000000000000,GLN,6,+00000000000000000000000000009.00
70386M2,0000000P2532,GLN,6,+00000000000000000000000000000.50
70386M2,0000000P2542,GLN,6,+00000000000000000000000000000.50
70386M2,0000000P2664,GLN,6,+00000000000000000000000000001.00
70386M2,0000000P3055,GLN,6,+00000000000000000000000000000.50
70386M2,0000000P3055,GLE,6,+00000000000000000000000000002.00
70386M2,0000000P3215,GLE,6,+00000000000000000000000000001.00
70386M2,0000000P3215,GLN,6,+00000000000000000000000000001.00
70386M2,0000000P4050,GLE,6,+00000000000000000000000000002.00
70386M2,0000000P4295,GLN,6,+00000000000000000000000000001.00
70386M2,0000000P4295,GLE,6,+00000000000000000000000000002.00
70386M2,0000000P5618,GLE,6,+00000000000000000000000000001.00
70386M2,0000000P5618,GLN,6,+00000000000000000000000000001.00
70386M2,0000000P5756,GLE,6,+00000000000000000000000000001.00
70386M2,0000008K0273,GLN,6,+00000000000000000000000000001.00
70386M2,0000008K0273,GLE,6,+00000000000000000000000000002.00
70386M2,0000008K0293,GLN,6,+00000000000000000000000000001.00
70386M2,0000009P3876,GLE,6,+00000000000000000000000000001.00
70386M2,0000009P3876,GLN,6,+00000000000000000000000000001.00
70386M2,0000009P5023,GLN,6,+00000000000000000000000000000.50
70386M2,0000009P6257,GLE,6,+00000000000000000000000000001.00
70386M2,0000009P6261,GLN,6,+00000000000000000000000000000.50
70386M2,0000009P6266,GLN,6,+00000000000000000000000000000.50
70386M2,0000019P0798,GLN,6,+00000000000000000000000000000.50
70386M2,0000021P5882,GLN,6,+00000000000000000000000000000.50
70386M2,0000021P5882,GLE,6,+00000000000000000000000000001.00
70386M2,0000053P1834,GLE,6,+00000000000000000000000000001.00
70386M2,0000053P1834,GLN,6,+00000000000000000000000000001.00
70386M2,0000053P3017,GLN,6,+00000000000000000000000000000.50
70386M2,0000053P4954,GLN,6,+00000000000000000000000000003.00
70386M2,0000097P5324,GLN,6,+00000000000000000000000000000.50
70386M2,0000000P2533,GLN,7,+00000000000000000000000000000.30
70386M2,0000000P2542,GLN,7,+00000000000000000000000000000.40
70386M2,0000000P2664,GLN,7,+00000000000000000000000000000.80
70386M2,0000000P2676,GLN,7,+00000000000000000000000000000.20
70386M2,0000000P3055,GLN,7,+00000000000000000000000000000.60
70386M2,0000000P3215,GLN,7,+00000000000000000000000000000.90
70386M2,0000000P3810,GLN,7,+00000000000000000000000000000.20
70386M2,0000000P3832,GLN,7,+00000000000000000000000000000.20
70386M2,0000000P3834,GLN,7,+00000000000000000000000000000.20
70386M2,0000000P4050,GLN,7,+00000000000000000000000000001.60
70386M2,0000000P4289,GLN,7,+00000000000000000000000000000.80
70386M2,0000000P4295,GLN,7,+00000000000000000000000000000.80
70386M2,0000000P4501,GLN,7,+00000000000000000000000000000.40
70386M2,0000000P5604,GLN,7,+00000000000000000000000000000.30
70386M2,0000000P5618,GLN,7,+00000000000000000000000000001.00
70386M2,0000000P5756,GLN,7,+00000000000000000000000000000.20
70386M2,0000000P6130,GLN,7,+00000000000000000000000000000.60
70386M2,0000004N5272,GLN,7,+00000000000000000000000000000.30
70386M2,0000008K0273,GLN,7,+00000000000000000000000000001.20
70386M2,0000008K0293,GLN,7,+00000000000000000000000000000.60
70386M2,0000009P2653,GLN,7,+00000000000000000000000000000.10
70386M2,0000009P3876,GLN,7,+00000000000000000000000000001.00
70386M2,0000009P6257,GLN,7,+00000000000000000000000000000.70
70386M2,0000009P6266,GLN,7,+00000000000000000000000000000.10
70386M2,0000019P0692,GLN,7,+00000000000000000000000000000.40
70386M2,0000019P0798,GLN,7,+00000000000000000000000000000.20
70386M2,0000021P4490,GLN,7,+00000000000000000000000000000.20
70386M2,0000021P4491,GLN,7,+00000000000000000000000000000.20
70386M2,0000021P5195,GLN,7,+00000000000000000000000000000.10
70386M2,0000021P5196,GLN,7,+00000000000000000000000000000.10
70386M2,0000021P5197,GLN,7,+00000000000000000000000000000.10
70386M2,0000021P5204,GLN,7,+00000000000000000000000000000.10
70386M2,0000021P5640,GLN,7,+00000000000000000000000000000.10
70386M2,0000021P5882,GLN,7,+00000000000000000000000000000.40
70386M2,0000021P5892,GLN,7,+00000000000000000000000000000.10
70386M2,0000024L1886,GLN,7,+00000000000000000000000000000.10
70386M2,0000053P1155,GLN,7,+00000000000000000000000000000.20
70386M2,0000053P1834,GLN,7,+00000000000000000000000000000.70
70386M2,0000053P3017,GLN,7,+00000000000000000000000000000.40
70386M2,0000053P3230,GLN,7,+00000000000000000000000000002.90
70386M2,0000053P3396,GLN,7,+00000000000000000000000000000.10
70386M2,0000053P3397,GLN,7,+00000000000000000000000000000.10
70386M2,0000053P4711,GLN,7,+00000000000000000000000000000.10
70386M2,0000053P4741,GLN,7,+00000000000000000000000000000.10
70386M2,0000053P4954,GLN,7,+00000000000000000000000000000.40
70386M2,0000053P5456,GLN,7,+00000000000000000000000000000.20
70386M2,0000071P7431,GLN,7,+00000000000000000000000000000.20
70386M2,0000097P2354,GLN,7,+00000000000000000000000000000.10
70386M2,0000097P2372,GLN,7,+00000000000000000000000000000.10
70386M2,0000097P2373,GLN,7,+00000000000000000000000000000.10
70386M2,0000097P2374,GLN,7,+00000000000000000000000000000.10
70386M2,0000097P2376,GLN,7,+00000000000000000000000000000.10
70386M2,0000097P2908,GLN,7,+00000000000000000000000000000.10
70386M2,0000097P2933,GLN,7,+00000000000000000000000000000.10
70386M2,0000097P3127,GLN,7,+00000000000000000000000000000.10
70386M2,000000000000,GLN,8,+00000000000000000000000000001.00
70386M2,0000000P2532,GLE,8,+00000000000000000000000000000.66
70386M2,0000000P2676,GLE,8,+00000000000000000000000000002.00
70386M2,0000000P3215,GLE,8,+00000000000000000000000000000.66
70386M2,0000000P3815,GLE,8,+00000000000000000000000000000.33
70386M2,0000000P4050,GLE,8,+00000000000000000000000000002.66
70386M2,0000000P4295,GLE,8,+00000000000000000000000000000.66
70386M2,0000000P4494,GLE,8,+00000000000000000000000000000.66
70386M2,0000000P4501,GLE,8,+00000000000000000000000000000.33
70386M2,0000000P5604,GLE,8,+00000000000000000000000000000.66
70386M2,0000000P5618,GLE,8,+00000000000000000000000000001.00
70386M2,0000000P5618,GLN,8,+00000000000000000000000000001.00
70386M2,0000000P5622,GLE,8,+00000000000000000000000000000.66
70386M2,0000004N2964,GLE,8,+00000000000000000000000000000.33
70386M2,0000009P3876,GLE,8,+00000000000000000000000000001.00
70386M2,0000009P4444,GLE,8,+00000000000000000000000000000.33
70386M2,0000009P5023,GLE,8,+00000000000000000000000000000.33
70386M2,0000009P6261,GLE,8,+00000000000000000000000000001.00
70386M2,0000019P0798,GLE,8,+00000000000000000000000000000.33
70386M2,0000025L1962,GLN,8,+00000000000000000000000000001.00
70386M2,0000053P1834,GLE,8,+00000000000000000000000000000.66
70386M2,0000053P3017,GLE,8,+00000000000000000000000000000.66
70386M2,0000053P3017,GLN,8,+00000000000000000000000000001.00
70386M2,0000053P3230,GLE,8,+00000000000000000000000000001.00
70386M2,0000053P3232,GLE,8,+00000000000000000000000000005.33
70386M2,0000080P2309,GLN,8,+00000000000000000000000000001.00
70386M2,0000097P4100,GLN,8,+00000000000000000000000000001.00
70386M2,0000000P2532,GLN,9,+00000000000000000000000000000.12
70386M2,0000000P2532,GLE,9,+00000000000000000000000000000.50
70386M2,0000000P2542,GLN,9,+00000000000000000000000000000.12
70386M2,0000000P2542,GLE,9,+00000000000000000000000000000.16
70386M2,0000000P2664,GLN,9,+00000000000000000000000000000.25
70386M2,0000000P2676,GLN,9,+00000000000000000000000000000.50
70386M2,0000000P2676,GLE,9,+00000000000000000000000000001.66
70386M2,0000000P2692,GLE,9,+00000000000000000000000000000.66
70386M2,0000000P3055,GLN,9,+00000000000000000000000000000.25
70386M2,0000000P3055,GLE,9,+00000000000000000000000000000.33
70386M2,0000000P3056,GLN,9,+00000000000000000000000000000.25
70386M2,0000000P3215,GLN,9,+00000000000000000000000000000.87
70386M2,0000000P3215,GLA,9,+00000000000000000000000000001.00
70386M2,0000000P3215,GLE,9,+00000000000000000000000000001.00
70386M2,0000000P4050,GLE,9,+00000000000000000000000000001.50
70386M2,0000000P4050,GLN,9,+00000000000000000000000000001.62
70386M2,0000000P4050,GLA,9,+00000000000000000000000000002.50
70386M2,0000000P4056,GLN,9,+00000000000000000000000000000.25
70386M2,0000000P4062,GLN,9,+00000000000000000000000000000.12
70386M2,0000000P4289,GLE,9,+00000000000000000000000000000.66
70386M2,0000000P4289,GLA,9,+00000000000000000000000000003.00
70386M2,0000000P4295,GLE,9,+00000000000000000000000000001.00
70386M2,0000000P4295,GLN,9,+00000000000000000000000000001.25
70386M2,0000000P4295,GLA,9,+00000000000000000000000000002.50
70386M2,0000000P4501,GLN,9,+00000000000000000000000000000.87
70386M2,0000000P5604,GLE,9,+00000000000000000000000000000.16
70386M2,0000000P5618,GLN,9,+00000000000000000000000000000.75
70386M2,0000000P5618,GLA,9,+00000000000000000000000000001.00
70386M2,0000000P5618,GLE,9,+00000000000000000000000000001.00
70386M2,0000000P5622,GLE,9,+00000000000000000000000000000.16
70386M2,0000000P5622,GLN,9,+00000000000000000000000000000.25
70386M2,0000000P5756,GLN,9,+00000000000000000000000000000.12
70386M2,0000004N5272,GLN,9,+00000000000000000000000000000.50
70386M2,0000007K8178,GLN,9,+00000000000000000000000000001.00
70386M2,0000008K0273,GLE,9,+00000000000000000000000000000.33
70386M2,0000008K0273,GLN,9,+00000000000000000000000000001.25
70386M2,0000009P3876,GLA,9,+00000000000000000000000000001.00
70386M2,0000009P3876,GLE,9,+00000000000000000000000000001.00
70386M2,0000009P3876,GLN,9,+00000000000000000000000000001.00
70386M2,0000009P5023,GLN,9,+00000000000000000000000000000.25
70386M2,0000009P5023,GLE,9,+00000000000000000000000000002.16
70386M2,0000009P6047,GLN,9,+00000000000000000000000000000.12
70386M2,0000009P6052,GLN,9,+00000000000000000000000000000.12
70386M2,0000009P6257,GLN,9,+00000000000000000000000000000.24
70386M2,0000009P6257,GLE,9,+00000000000000000000000000000.50
70386M2,0000009P6261,GLN,9,+00000000000000000000000000000.25
70386M2,0000009P6261,GLE,9,+00000000000000000000000000000.33
70386M2,0000009P6261,GLA,9,+00000000000000000000000000001.00
70386M2,0000009P6266,GLN,9,+00000000000000000000000000000.37
70386M2,0000017P6640,GLN,9,+00000000000000000000000000000.12
70386M2,0000018P2474,GLN,9,+00000000000000000000000000001.87
70386M2,0000019P0798,GLE,9,+00000000000000000000000000000.16
70386M2,0000019P0798,GLN,9,+00000000000000000000000000000.37
70386M2,0000021P5882,GLE,9,+00000000000000000000000000000.50
70386M2,0000021P5882,GLN,9,+00000000000000000000000000000.50
70386M2,0000021P5882,GLA,9,+00000000000000000000000000001.00
70386M2,0000025L1963,GLN,9,+00000000000000000000000000000.12
70386M2,0000044P2938,GLN,9,+00000000000000000000000000000.12
70386M2,0000053P1834,GLN,9,+00000000000000000000000000000.25
70386M2,0000053P1834,GLE,9,+00000000000000000000000000001.00
70386M2,0000053P3017,GLN,9,+00000000000000000000000000000.25
70386M2,0000053P3230,GLN,9,+00000000000000000000000000004.00
70386M2,0000053P3232,GLN,9,+00000000000000000000000000000.50
70386M2,0000053P4954,GLE,9,+00000000000000000000000000000.66
70386M2,0000053P4954,GLN,9,+00000000000000000000000000000.87
70386M2,0000080P2309,GLN,9,+00000000000000000000000000000.12
70386M2,0000080P4450,GLA,9,+00000000000000000000000000000.50
70386M2,0000093H6540,GLE,9,+00000000000000000000000000000.16
70386M2,000000000000,GLN,10,+00000000000000000000000000001.00
70386M2,0000000P3215,GLN,10,+00000000000000000000000000001.00
70386M2,0000000P5618,GLN,10,+00000000000000000000000000001.00
70386M2,0000008K0273,GLN,10,+00000000000000000000000000002.00
70386M2,0000009P6261,GLN,10,+00000000000000000000000000001.00
70386M2,0000021P5882,GLN,10,+00000000000000000000000000001.00
70386M2,0000053P1834,GLN,10,+00000000000000000000000000001.00
70386M2,0000080P2309,GLN,10,+00000000000000000000000000001.00
70386M2,0000080P4450,GLN,10,+00000000000000000000000000003.00
70386M2,0000080P4527,GLN,10,+00000000000000000000000000001.00
70386M2,000000000000,GLN,11,+00000000000000000000000000000.33
70386M2,0000000P2532,GLN,11,+00000000000000000000000000000.66
70386M2,0000000P2542,GLN,11,+00000000000000000000000000001.00
70386M2,0000000P2664,GLN,11,+00000000000000000000000000002.00
70386M2,0000000P2692,GLA,11,+00000000000000000000000000002.00
70386M2,0000000P3215,GLA,11,+00000000000000000000000000001.00
70386M2,0000000P3215,GLN,11,+00000000000000000000000000001.00
70386M2,0000000P4295,GLA,11,+00000000000000000000000000002.00
70386M2,0000000P4295,GLN,11,+00000000000000000000000000002.00
70386M2,0000000P4501,GLA,11,+00000000000000000000000000001.00
70386M2,0000000P5618,GLA,11,+00000000000000000000000000001.00
70386M2,0000000P5618,GLN,11,+00000000000000000000000000001.00
70386M2,0000000P5756,GLA,11,+00000000000000000000000000001.00
70386M2,0000004N5272,GLA,11,+00000000000000000000000000001.00
70386M2,0000009P3876,GLN,11,+00000000000000000000000000000.66
70386M2,0000009P3876,GLA,11,+00000000000000000000000000001.00
