"mtm","plantLoc","period","supply","wfmv"
7206005,GLN,29,+00000000000000000000000000001.00,+000000000015.000
7206005,GMK,1,+00000000000000000000000000001.00,+000000000000.000
7206005,GMX,1,+00000000000000000000000000001.00,+000000000000.000
7206110,GMX,1,+00000000000000000000000000002.00,+000000000333.000
7206220,GLN,3,+00000000000000000000000000001.00,+000000000043.000
7206220,GLN,29,+00000000000000000000000000005.00,+000000000059.000
7206220,GMX,1,+00000000000000000000000000009.00,+000000000036.000
7207122,GLN,29,+00000000000000000000000000005.00,+000000000001.000
7207122,GMX,1,+00000000000000000000000000006.00,+000000000015.000
7208011,GLN,29,+00000000000000000000000000001.00,+000000000037.000
7208011,GMK,1,+00000000000000000000000000012.00,+000000000001.000
7208012,GLN,29,+00000000000000000000000000001.00,+000000000141.000
7208222,GLN,29,+00000000000000000000000000001.00,+000000000327.000
7208222,GMX,1,+00000000000000000000000000001.00,+000000000097.000
7208234,GLN,29,+00000000000000000000000000001.00,+000000000365.000
7208341,GLN,3,+00000000000000000000000000001.00,+000000000108.000
7208341,GLN,29,+00000000000000000000000000004.00,+000000000110.000
7208341,GMX,1,+00000000000000000000000000011.00,+000000000098.000
7208342,GLA,31,+00000000000000000000000000002.00,+000000000005.000
7208342,GLE,29,+00000000000000000000000000002.00,+000000001092.000
7208342,GLN,3,+00000000000000000000000000003.00,+000000000123.000
7208342,GLN,29,+00000000000000000000000000026.00,+000000000124.000
7208342,GMN,1,+00000000000000000000000000002.00,+000000000280.000
7208342,GMX,1,+00000000000000000000000000027.00,+000000000149.000
7208345,GLN,3,+00000000000000000000000000002.00,+000000000188.000
7208345,GLN,29,+00000000000000000000000000005.00,+000000000207.000
7208345,GMX,1,+00000000000000000000000000011.00,+000000000304.000
7208999,GMX,1,+00000000000000000000000000001.00,+000000000000.000
7210025,GLN,29,+00000000000000000000000000009.00,+000000000000.000
7210025,GMK,1,+00000000000000000000000000002.00,+000000000085.000
7210025,GMX,1,+00000000000000000000000000024.00,+000000000008.000
7212102,GMX,1,+00000000000000000000000000001.00,+000000000115.000
7248132,GLN,29,+00000000000000000000000000001.00,+000000000000.000
7249851,GLN,29,+00000000000000000000000000007.00,+000000000019.000
7310C03,GLN,29,+00000000000000000000000000002.00,+000000000201.000
7310C03,GMR,1,+00000000000000000000000000002.00,+000000000428.000
7310C04,GMR,1,+00000000000000000000000000002.00,+000000000854.000
7310CR2,GLN,31,+00000000000000000000000000001.00,+000000000357.000
7310CR2,GMR,1,+00000000000000000000000000002.00,+000000000396.000
7311D10,GLE,31,+00000000000000000000000000001.00,+000000001670.000
7311D10,GLN,3,+00000000000000000000000000011.00,+000000001406.000
7311D10,GLN,29,+00000000000000000000000000012.00,+000000001482.000
7311D10,GLN,31,+00000000000000000000000000001.00,+000000001628.000
7311D10,GMM,1,+00000000000000000000000000008.00,+000000002008.000
7311D10,GMR,1,+00000000000000000000000000023.00,+000000001783.000
7311D11,GMM,1,+00000000000000000000000000001.00,+000000001419.000
7311D20,GLN,29,+00000000000000000000000000026.00,+000000001538.000
7311D20,GLN,31,+00000000000000000000000000001.00,+000000001474.000
7311D20,GMK,1,+00000000000000000000000000006.00,+000000001151.000
7311D20,GMM,1,+00000000000000000000000000003.00,+000000001646.000
7311D20,GMR,1,+00000000000000000000000000016.00,+000000001004.000
7311D20,GMX,1,+00000000000000000000000000016.00,+000000002127.000
7315C01,GLN,3,+00000000000000000000000000004.00,+000000000246.000
7315C01,GLN,29,+00000000000000000000000000009.00,+000000000342.000
7315C01,GMP,1,+00000000000000000000000000001.00,+000000000332.000
7315C01,GMX,1,+00000000000000000000000000003.00,+000000000516.000
7315C02,GLN,29,+00000000000000000000000000002.00,+000000000430.000
7315C03,GLN,29,+00000000000000000000000000001.00,+000000000190.000
7315C03,GMK,1,+00000000000000000000000000001.00,+000000000445.000
7315CR2,GLN,29,+00000000000000000000000000002.00,+000000000494.000
7316999,GMX,1,+00000000000000000000000000001.00,+000000000000.000
7316TF1,GLN,3,+00000000000000000000000000002.00,+000000000116.000
7316TF1,GLN,29,+00000000000000000000000000009.00,+000000000128.000
7316TF1,GMR,1,+00000000000000000000000000005.00,+000000000133.000
7316TF2,GLN,29,+00000000000000000000000000009.00,+000000000161.000
7316TF2,GMR,1,+00000000000000000000000000010.00,+000000000401.000
7316TF2,GMX,1,+00000000000000000000000000002.00,+000000000106.000
7316TF3,GMM,1,+00000000000000000000000000006.00,+000000000350.000
7316TF3,GMR,1,+00000000000000000000000000014.00,+000000000823.000
7318P10,GLN,29,+00000000000000000000000000001.00,+000000000000.000
7337305,GMX,1,+00000000000000000000000000001.00,+000000000377.000
7337306,GMX,1,+00000000000000000000000000001.00,+000000000000.000
9032003,GLN,29,+00000000000000000000000000002.00,+000000000000.000
9032003,GME,1,+00000000000000000000000000001.00,+000000000354.000
9032003,GMK,1,+00000000000000000000000000007.00,+000000000127.000
9032003,GMM,1,+00000000000000000000000000004.00,+000000004006.000
9032005,GLN,27,+00000000000000000000000000001.00,+000000000796.000
9032005,GLN,29,+00000000000000000000000000010.00,+000000006102.000
9032005,GLN,31,+00000000000000000000000000001.00,+000000000001.000
9032005,GMM,1,+00000000000000000000000000017.00,+000000013387.000
9032005,GMP,1,+00000000000000000000000000028.00,+000000000075.000
9034001,GLN,29,+00000000000000000000000000001.00,+000000000000.000
9034001,GMM,1,+00000000000000000000000000100.00,+000000000714.000
9034001,GMX,1,+00000000000000000000000000060.00,+000000000011.000
9037001,GLN,29,+00000000000000000000000000001.00,+000000000000.000
9037001,GMK,1,+00000000000000000000000000001.00,+000000000000.000
9037001,GMP,1,+00000000000000000000000000006.00,+000000000607.000
9037002,GLN,29,+00000000000000000000000000006.00,+000000000325.000
9037002,GLN,31,+00000000000000000000000000001.00,+000000000471.000
9037002,GMM,1,+00000000000000000000000000001.00,+000000000089.000
9037002,GMP,1,+00000000000000000000000000004.00,+000000000710.000
9076550,GLE,29,+00000000000000000000000000001.00,+000000004986.000
9076550,GLN,29,+00000000000000000000000000001.00,+000000000036.000
9076550,GMK,1,+00000000000000000000000000006.00,+000000000828.000
9076550,GMP,1,+00000000000000000000000000001.00,+000000002212.000
9076550,GMX,1,+00000000000000000000000000001.00,+000000000000.000
9076556,GME,1,+00000000000000000000000000002.00,+000000000000.000
9076558,GLN,3,+00000000000000000000000000001.00,+000000000000.000
9076558,GLN,9,+00000000000000000000000000001.00,+000000000000.000
9076558,GLN,31,+00000000000000000000000000002.00,+000000000000.000
907655H,GMK,1,+00000000000000000000000000001.00,+000000000775.000
9111285,GMM,1,+00000000000000000000000000002.00,+000000003273.000
9111520,GLE,13,+00000000000000000000000000001.00,+000000001344.000
9111520,GLE,22,+00000000000000000000000000001.00,+000000000758.000
9111520,GLE,31,+00000000000000000000000000001.00,+000000001887.000
9111520,GMM,1,+00000000000000000000000000002.00,+000000000822.000
9111520,GMR,1,+00000000000000000000000000002.00,+000000002263.000
9114275,GLA,4,+00000000000000000000000000099.00,+000000000004.000
9114275,GLA,8,+00000000000000000000000000088.00,+000000000003.000
9114275,GLA,12,+00000000000000000000000000026.00,+000000000003.000
9114275,GLA,13,+00000000000000000000000000002.00,+000000000006.000
9114275,GLA,17,+00000000000000000000000000058.00,+000000000003.000
9114275,GLA,21,+00000000000000000000000000074.00,+000000000003.000
9114275,GLA,25,+00000000000000000000000000049.00,+000000000003.000
9114275,GLA,30,+00000000000000000000000000022.00,+000000000005.000
9114275,GLA,33,+00000000000000000000000000062.00,+000000000002.000
9114275,GLE,2,+00000000000000000000000000002.00,+000000000550.000
9114275,GLE,3,+00000000000000000000000000062.00,+000000000483.000
9114275,GLE,4,+00000000000000000000000000032.00,+000000000496.000
9114275,GLE,5,+00000000000000000000000000039.00,+000000000858.000
9114275,GLE,6,+00000000000000000000000000044.00,+000000000537.000
9114275,GLE,7,+00000000000000000000000000002.00,+000000000441.000
9114275,GLE,8,+00000000000000000000000000002.00,+000000000556.000
9114275,GLE,9,+00000000000000000000000000015.00,+000000000738.000
9114275,GLE,10,+00000000000000000000000000020.00,+000000000627.000
9114275,GLE,11,+00000000000000000000000000009.00,+000000000682.000
9114275,GLE,12,+00000000000000000000000000003.00,+000000000571.000
9114275,GLE,13,+00000000000000000000000000026.00,+000000002559.000
9114275,GLE,14,+00000000000000000000000000006.00,+000000000641.000
9114275,GLE,15,+00000000000000000000000000031.00,+000000000649.000
9114275,GLE,16,+00000000000000000000000000007.00,+000000000538.000
9114275,GLE,17,+00000000000000000000000000055.00,+000000000416.000
9114275,GLE,18,+00000000000000000000000000039.00,+000000001132.000
9114275,GLE,19,+00000000000000000000000000030.00,+000000000812.000
9114275,GLE,20,+00000000000000000000000000005.00,+000000000588.000
9114275,GLE,21,+00000000000000000000000000010.00,+000000000542.000
9114275,GLE,22,+00000000000000000000000000036.00,+000000001010.000
9114275,GLE,23,+00000000000000000000000000004.00,+000000000477.000
9114275,GLE,24,+00000000000000000000000000006.00,+000000000553.000
9114275,GLE,25,+00000000000000000000000000007.00,+000000000500.000
9114275,GLE,26,+00000000000000000000000000044.00,+000000000876.000
9114275,GLE,27,+00000000000000000000000000005.00,+000000000602.000
9114275,GLE,28,+00000000000000000000000000035.00,+000000000661.000
9114275,GLE,29,+00000000000000000000000000008.00,+000000000554.000
9114275,GLE,30,+00000000000000000000000000006.00,+000000000575.000
9114275,GLE,31,+00000000000000000000000000017.00,+000000000770.000
9114275,GLE,32,+00000000000000000000000000009.00,+000000000584.000
9114275,GLE,33,+00000000000000000000000000001.00,+000000000440.000
9114275,GLN,3,+00000000000000000000000000007.00,+000000000633.000
9114275,GLN,9,+00000000000000000000000000005.00,+000000001383.000
9114275,GLN,13,+00000000000000000000000000084.00,+000000000659.000
9114275,GLN,22,+00000000000000000000000000002.00,+000000000913.000
9114275,GLN,26,+00000000000000000000000000112.00,+000000000679.000
9114275,GLN,29,+00000000000000000000000000002.00,+000000000777.000
9114275,GLN,31,+00000000000000000000000000065.00,+000000000982.000
9114275,GMK,1,+00000000000000000000000000001.00,+000000001477.000
9114275,GMM,1,+00000000000000000000000000021.00,+000000001537.000
9114275,GMR,1,+00000000000000000000000000010.00,+000000000528.000
9117570,GLE,5,+00000000000000000000000000002.00,+000000062569.000
9117570,GLE,31,+00000000000000000000000000004.00,+000000070461.000
9117570,GMK,1,+00000000000000000000000000002.00,+000000068346.000
9117570,GMM,1,+00000000000000000000000000001.00,+000000028199.000
9118575,GMM,1,+00000000000000000000000000002.00,+000000004058.000
9309002,GLN,29,+00000000000000000000000000011.00,+000000000015.000
9309002,GME,1,+00000000000000000000000000006.00,+000000000038.000
9309002,GMK,1,+00000000000000000000000000008.00,+000000000000.000
9309002,GMR,1,+00000000000000000000000000001.00,+000000000000.000
9309002,GMX,1,+00000000000000000000000000042.00,+000000000036.000
9331001,GLN,29,+00000000000000000000000000001.00,+000000000000.000
9331011,GLN,29,+00000000000000000000000000001.00,+000000000000.000
9336010,GLN,29,+00000000000000000000000000001.00,+000000000000.000
9336020,GMK,1,+00000000000000000000000000002.00,+000000000000.000
9337220,GLN,29,+00000000000000000000000000001.00,+000000000000.000
9337440,GMK,1,+00000000000000000000000000002.00,+000000000000.000
9348001,GLN,29,+00000000000000000000000000002.00,+000000000009.000
9348002,GLN,29,+00000000000000000000000000001.00,+000000000018.000
9392B13,GMK,1,+00000000000000000000000000001.00,+000000000000.000
9392B23,GLN,29,+00000000000000000000000000002.00,+000000000000.000
9392B23,GMK,1,+00000000000000000000000000006.00,+000000000000.000
9392B33,GLE,3,+00000000000000000000000000002.00,+000000003527.000
9392B33,GLE,29,+00000000000000000000000000004.00,+000000003972.000
9392B33,GMK,1,+00000000000000000000000000006.00,+000000000000.000
9393T82,GLE,29,+00000000000000000000000000004.00,+000000002086.000
9393T82,GMK,1,+00000000000000000000000000001.00,+000000000000.000
9393X82,GMK,1,+00000000000000000000000000007.00,+000000000751.000
9395B23,GMK,1,+00000000000000000000000000008.00,+000000000000.000
9395B23,GMX,1,+00000000000000000000000000002.00,+000000000000.000
9401150,GLN,29,+00000000000000000000000000004.00,+000000000025.000
9402200,GLN,29,+00000000000000000000000000018.00,+000000000048.000
9402400,GLE,13,+00000000000000000000000000001.00,+000000000369.000
9402400,GLE,29,+00000000000000000000000000004.00,+000000001069.000
9402400,GLN,29,+00000000000000000000000000001.00,+000000000083.000
9402436,GLE,29,+00000000000000000000000000001.00,+000000000699.000
9402436,GLN,29,+00000000000000000000000000001.00,+000000000241.000
9404D10,GLN,29,+00000000000000000000000000001.00,+000000000000.000
9406170,GLE,3,+00000000000000000000000000001.00,+000000002615.000
9406170,GLE,29,+00000000000000000000000000024.00,+000000002965.000
9406170,GLN,3,+00000000000000000000000000002.00,+000000000728.000
9406170,GLN,29,+00000000000000000000000000035.00,+000000000735.000
9406170,GMK,1,+00000000000000000000000000007.00,+000000000033.000
9406170,GMM,1,+00000000000000000000000000005.00,+000000000158.000
9406170,GMX,1,+00000000000000000000000000001.00,+000000000000.000
9406250,GLE,18,+00000000000000000000000000001.00,+000000000159.000
9406250,GLN,3,+00000000000000000000000000003.00,+000000000374.000
9406250,GLN,29,+00000000000000000000000000005.00,+000000000418.000
9406250,GMK,1,+00000000000000000000000000002.00,+000000000638.000
9406250,GMM,1,+00000000000000000000000000002.00,+000000000183.000
9406250,GMR,1,+00000000000000000000000000009.00,+000000000790.000
9406270,GLE,3,+00000000000000000000000000005.00,+000000001703.000
9406270,GLE,5,+00000000000000000000000000002.00,+000000000433.000
9406270,GLE,9,+00000000000000000000000000002.00,+000000000179.000
9406270,GLE,10,+00000000000000000000000000001.00,+000000000379.000
9406270,GLE,13,+00000000000000000000000000006.00,+000000001153.000
9406270,GLE,14,+00000000000000000000000000008.00,+000000001526.000
9406270,GLE,16,+00000000000000000000000000001.00,+000000000565.000
9406270,GLE,17,+00000000000000000000000000001.00,+000000001110.000
9406270,GLE,18,+00000000000000000000000000003.00,+000000000927.000
9406270,GLE,22,+00000000000000000000000000001.00,+000000000895.000
9406270,GLE,26,+00000000000000000000000000002.00,+000000000115.000
9406270,GLE,29,+00000000000000000000000000010.00,+000000001864.000
9406270,GLE,31,+00000000000000000000000000002.00,+000000001141.000
9406270,GLN,3,+00000000000000000000000000001.00,+000000007760.000
9406270,GLN,13,+00000000000000000000000000002.00,+000000006391.000
9406270,GLN,29,+00000000000000000000000000034.00,+000000001880.000
9406270,GMK,1,+00000000000000000000000000028.00,+000000001493.000
9406270,GMM,1,+00000000000000000000000000058.00,+000000001019.000
9406270,GMR,1,+00000000000000000000000000177.00,+000000001987.000
9406500,GLE,29,+00000000000000000000000000001.00,+000000002495.000
9406510,GLE,29,+00000000000000000000000000001.00,+000000001623.000
9406520,GLE,30,+00000000000000000000000000001.00,+000000005901.000
9406520,GLE,31,+00000000000000000000000000007.00,+000000006782.000
9406520,GLE,32,+00000000000000000000000000001.00,+000000009976.000
9406520,GLE,33,+00000000000000000000000000001.00,+000000004461.000
9406520,GLN,29,+00000000000000000000000000010.00,+000000005989.000
9406520,GLN,30,+00000000000000000000000000002.00,+000000008324.000
9406520,GMK,1,+00000000000000000000000000002.00,+000000014521.000
9406520,GMM,1,+00000000000000000000000000007.00,+000000005000.000
9406520,GMR,1,+00000000000000000000000000001.00,+000000002857.000
9406570,GMM,1,+00000000000000000000000000003.00,+000000039966.000
9406600,GLE,29,+00000000000000000000000000006.00,+000000001712.000
9406600,GLN,29,+00000000000000000000000000001.00,+000000001061.000
9406620,GLE,29,+00000000000000000000000000002.00,+000000005536.000
9406620,GLN,29,+00000000000000000000000000001.00,+000000001078.000
9406720,GLE,29,+00000000000000000000000000002.00,+000000005680.000
9406720,GLN,3,+00000000000000000000000000002.00,+000000003858.000
9406720,GLN,29,+00000000000000000000000000010.00,+000000004880.000
9406720,GMK,1,+00000000000000000000000000006.00,+000000001758.000
9406730,GLN,29,+00000000000000000000000000001.00,+000000000951.000
9406730,GMM,1,+00000000000000000000000000001.00,+000000000000.000
9406800,GLE,5,+00000000000000000000000000003.00,+000000001969.000
9406800,GLE,9,+00000000000000000000000000004.00,+000000001676.000
9406800,GLE,13,+00000000000000000000000000010.00,+000000002441.000
9406800,GLE,14,+00000000000000000000000000002.00,+000000003482.000
9406800,GLE,15,+00000000000000000000000000002.00,+000000003272.000
9406800,GLE,18,+00000000000000000000000000005.00,+000000001861.000
9406800,GLE,22,+00000000000000000000000000002.00,+000000001886.000
9406800,GLE,26,+00000000000000000000000000004.00,+000000001659.000
9406800,GLE,27,+00000000000000000000000000001.00,+000000002785.000
9406800,GLE,31,+00000000000000000000000000010.00,+000000003218.000
9406800,GLN,2,+00000000000000000000000000045.00,+000000004017.000
9406800,GLN,3,+00000000000000000000000000015.00,+000000003295.000
9406800,GLN,17,+00000000000000000000000000001.00,+000000004901.000
9406800,GLN,28,+00000000000000000000000000041.00,+000000004088.000
9406800,GLN,29,+00000000000000000000000000020.00,+000000003784.000
9406800,GLN,31,+00000000000000000000000000002.00,+000000003382.000
9406800,GMK,1,+00000000000000000000000000006.00,+000000003142.000
9406800,GMM,1,+00000000000000000000000000021.00,+000000001535.000
9406800,GMR,1,+00000000000000000000000000046.00,+000000003063.000
9406810,GLE,5,+00000000000000000000000000001.00,+000000004046.000
9406810,GLE,9,+00000000000000000000000000003.00,+000000007235.000
9406810,GLE,13,+00000000000000000000000000004.00,+000000005473.000
9406810,GLE,14,+00000000000000000000000000001.00,+000000011936.000
9406810,GLE,15,+00000000000000000000000000001.00,+000000016738.000
9406810,GLE,18,+00000000000000000000000000001.00,+000000004224.000
9406810,GLE,22,+00000000000000000000000000001.00,+000000005055.000
9406810,GLE,26,+00000000000000000000000000003.00,+000000006580.000
9406810,GLE,28,+00000000000000000000000000001.00,+000000016880.000
9406810,GLE,30,+00000000000000000000000000001.00,+000000008881.000
9406810,GLE,31,+00000000000000000000000000007.00,+000000011861.000
9406810,GLE,32,+00000000000000000000000000002.00,+000000013970.000
9406810,GLN,3,+00000000000000000000000000007.00,+000000011853.000
9406810,GLN,28,+00000000000000000000000000001.00,+000000013178.000
9406810,GLN,29,+00000000000000000000000000023.00,+000000013596.000
9406810,GLN,30,+00000000000000000000000000001.00,+000000013129.000
9406810,GLN,31,+00000000000000000000000000002.00,+000000012490.000
9406810,GMK,1,+00000000000000000000000000004.00,+000000010135.000
9406810,GMM,1,+00000000000000000000000000056.00,+000000009133.000
9406810,GMR,1,+00000000000000000000000000035.00,+000000004229.000
9406820,GLE,13,+00000000000000000000000000003.00,+000000005472.000
9406820,GLE,29,+00000000000000000000000000001.00,+000000022340.000
9406820,GLE,31,+00000000000000000000000000001.00,+000000004527.000
9406820,GLN,3,+00000000000000000000000000002.00,+000000002359.000
9406820,GLN,13,+00000000000000000000000000002.00,+000000008923.000
9406820,GLN,26,+00000000000000000000000000001.00,+000000026209.000
9406820,GLN,29,+00000000000000000000000000016.00,+000000007352.000
9406820,GLN,31,+00000000000000000000000000001.00,+000000003847.000
9406820,GMK,1,+00000000000000000000000000016.00,+000000003341.000
9406820,GMM,1,+00000000000000000000000000062.00,+000000002021.000
9406820,GMR,1,+00000000000000000000000000178.00,+000000003417.000
9406825,GLE,13,+00000000000000000000000000002.00,+000000030414.000
9406825,GLE,26,+00000000000000000000000000001.00,+000000051752.000
9406825,GLE,31,+00000000000000000000000000001.00,+000000009732.000
9406825,GLN,13,+00000000000000000000000000002.00,+000000039062.000
9406825,GLN,17,+00000000000000000000000000001.00,+000000033500.000
9406825,GLN,26,+00000000000000000000000000002.00,+000000026309.000
9406825,GLN,29,+00000000000000000000000000003.00,+000000048294.000
9406825,GMK,1,+00000000000000000000000000002.00,+000000059271.000
9406825,GMM,1,+00000000000000000000000000028.00,+000000023547.000
9406825,GMR,1,+00000000000000000000000000023.00,+000000020457.000
9406830,GLN,29,+00000000000000000000000000002.00,+000000013475.000
9406830,GMK,1,+00000000000000000000000000002.00,+000000011631.000
9406830,GMM,1,+00000000000000000000000000016.00,+000000002610.000
9406830,GMR,1,+00000000000000000000000000115.00,+000000005994.000
9406840,GMM,1,+00000000000000000000000000012.00,+000000002137.000
9406840,GMR,1,+00000000000000000000000000063.00,+000000017405.000
9406870,GLN,3,+00000000000000000000000000001.00,+000000080476.000
9406870,GMR,1,+00000000000000000000000000006.00,+000000037120.000
9406890,GMM,1,+00000000000000000000000000009.00,+000000072621.000
9406890,GMR,1,+00000000000000000000000000029.00,+000000036869.000
9406999,GMX,1,+00000000000000000000000000002.00,+000000000000.000
9406S10,GLE,29,+00000000000000000000000000001.00,+000000001498.000
9406S20,GLE,29,+00000000000000000000000000002.00,+000000002695.000
9406S20,GLN,29,+00000000000000000000000000001.00,+000000000125.000
9427210,GLN,29,+00000000000000000000000000001.00,+000000000045.000
9662006,GMP,1,+00000000000000000000000000001.00,+000000000000.000
9672R06,GMK,1,+00000000000000000000000000005.00,+000000003668.000
9672R06,GMM,1,+00000000000000000000000000001.00,+000000000000.000
9672R16,GMK,1,+00000000000000000000000000001.00,+000000000000.000
9672R46,GLN,29,+00000000000000000000000000001.00,+000000000019.000
9672R46,GMX,1,+00000000000000000000000000002.00,+000000000000.000
9672R56,GMK,1,+00000000000000000000000000002.00,+000000007293.000
9672R76,GMK,1,+00000000000000000000000000001.00,+000000000000.000
9672R86,GMK,1,+00000000000000000000000000004.00,+000000000000.000
9672RA6,GME,1,+00000000000000000000000000001.00,+000000000084.000
9672RC6,GMK,1,+00000000000000000000000000002.00,+000000000000.000
9672RD6,GMK,1,+00000000000000000000000000001.00,+000000000000.000
9672T16,GMK,1,+00000000000000000000000000001.00,+000000000000.000
9672T26,GMK,1,+00000000000000000000000000002.00,+000000000001.000
9672T26,GMM,1,+00000000000000000000000000001.00,+000000029641.000
9672X37,GMK,1,+00000000000000000000000000001.00,+000000000001.000
9672X47,GMK,1,+00000000000000000000000000001.00,+000000035483.000
9672X67,GMK,1,+00000000000000000000000000001.00,+000000000000.000
9672XX7,GMM,1,+00000000000000000000000000001.00,+000000126392.000
9672YX6,GMK,1,+00000000000000000000000000001.00,+000000000001.000
9672YX6,GMM,1,+00000000000000000000000000001.00,+000000092187.000
9672Z27,GMM,1,+00000000000000000000000000001.00,+000000019723.000
9672Z37,GMK,1,+00000000000000000000000000003.00,+000000072061.000
9672Z47,GMK,1,+00000000000000000000000000003.00,+000000075853.000
9672Z57,GMK,1,+00000000000000000000000000004.00,+000000000001.000
9672ZY7,GMM,1,+00000000000000000000000000001.00,+000000157063.000
